0.00000000 -0.67619307 -0.85711945 -0.35777646 -0.66473463 -0.76292784 -0.07046539 0.24167858 0.12693103 -0.99728889 -0.28453519
0.00000000 -0.94861736 -0.90939302 -0.87433471 0.61313786 0.11157208 -0.14313703 0.18652379 0.12666091 -0.57982222 -0.33259313
0.00000000 -0.63912414 -0.85688543 -0.42241277 -0.32696897 -0.54096903 -0.02886435 0.39545870 0.02447338 -0.80075556 -0.09145777
0.00000000 -0.85414566 -0.89143856 -0.74914252 -0.18718036 -0.44525115 -0.12473867 0.09141959 0.01742314 0.73486667 -0.35634088
0.00000000 -0.60288942 -0.76435943 -0.23376700 -0.70314809 -0.78367166 -0.05971310 0.39209193 0.16978569 -0.53104000 -0.13105893
0.00000000 -0.82959046 -0.88378747 -0.45298640 -0.14217525 -0.34568084 -0.04668391 0.21964284 0.10190055 -0.84142222 -0.12600915
0.00000000 -0.85238751 -0.83365291 -0.66658782 -0.07080350 -0.36642466 -0.15139541 0.22136183 -0.03156250 -0.60215778 -0.40528900
1.00000000 0.09543110 -0.55588614 0.29041987 -0.94999432 -0.91257964 -0.24063840 -0.44587819 0.34059667 0.31537333 -0.59272143
1.00000000 -0.89456961 -0.91459151 -0.53920757 -0.19399932 -0.36553563 -0.09715950 0.24444791 0.07325370 0.27281556 -0.35872698
0.00000000 -0.83209127 -0.91509934 -0.73305736 -0.00829640 -0.15513409 -0.07534403 0.25739579 0.03416007 -0.70183111 -0.47887506
1.00000000 -0.75516947 -0.82884992 -0.57125961 -0.36129106 -0.62275893 -0.00898896 0.23423639 0.18063429 -0.96425333 -0.22324059
0.00000000 -0.86309521 -0.90105156 -0.64027203 0.22695761 -0.12727812 -0.10076863 0.23004766 -0.00917210 0.10567111 -0.58269510
0.00000000 -0.92213608 -0.91412814 -0.69810763 0.36765542 -0.02178100 -0.10674895 0.13390364 0.03413622 -0.76566667 -0.56685382
0.00000000 -0.88317381 -0.86346233 -0.73098758 -0.05307421 -0.36405393 -0.08694924 0.23084962 -0.02058377 0.09010444 -0.48610176
1.00000000 -0.90467227 -0.92085014 -0.68616203 0.31651324 -0.12312935 -0.08134777 0.11009593 0.04202224 -0.23887778 -0.47415465
0.00000000 -0.83047074 -0.89838522 -0.57900651 -0.15081259 -0.37857460 -0.14080767 0.07594409 0.10496734 -0.63978889 -0.32530978
0.00000000 -0.82438393 -0.87708575 -0.59550562 -0.03875440 -0.35131131 -0.05908513 0.22375474 0.00741084 -0.70154222 -0.32848209
1.00000000 -0.28114679 -0.89378896 -0.51360142 -0.37583816 -0.55934212 -0.22987314 -0.16607759 0.11338791 0.94260000 -0.16347791
1.00000000 -0.73143636 -0.82637315 -0.23305736 -0.56199568 -0.68291599 -0.07409524 0.04353123 0.00277929 -0.14902222 -0.74615682
0.00000000 -0.55158619 -0.78303703 -0.13843879 -0.40288669 -0.50392651 -0.11942834 0.32155636 0.02412496 -0.91420000 0.35592168
0.00000000 -0.65322748 -0.87340141 -0.42933176 -0.32469599 -0.51726182 0.00091564 0.34663647 0.03781429 -0.91161556 -0.40968733
1.00000000 -0.89209366 -0.86872869 -0.72489651 -0.05807478 -0.25144466 -0.05841340 0.12761458 0.01493393 -0.63475556 0.08891426
0.00000000 -0.64254343 -0.91910743 -0.51336487 -0.29810206 -0.50363017 -0.05890277 0.27987918 0.10645226 -0.85311111 -0.05037161
0.00000000 -0.87528278 -0.88860294 -0.66256653 0.00534152 -0.16669136 -0.08539072 0.22290647 0.00691777 -0.57428000 -0.21054855
1.00000000 -0.88185763 -0.92434414 -0.57587226 0.23764064 0.04341384 -0.13558891 0.20437747 0.03701636 0.20671556 -0.60046646
