0.00000000 0.00498132 0.01098901 0.00019446 0.00258293 0.36708861 0.63432836 0.00248134 0.00026231 0.00045889 0.00155715 0.00000000
0.00000000 0.00622665 0.01098901 0.00024308 0.00214903 0.39767932 0.87313433 0.00485075 0.00041220 0.00086041 0.00124572 0.00000000
0.00000000 0.00622665 0.03113553 0.00070146 0.00556252 0.24789030 0.72388060 0.00639925 0.00089935 0.00209367 0.00186858 0.00000000
0.00000000 0.00498132 0.01098901 0.00019446 0.00258293 0.33649789 0.72601279 0.00621269 0.00022484 0.00054493 0.00062286 0.00000000
0.00000000 0.00622665 0.00366300 0.00007640 0.00090691 0.47257384 0.94029851 0.00233209 0.00007495 0.00028680 0.00093429 0.00000000
0.00000000 0.00498132 0.01282051 0.00022919 0.00295538 0.52531646 1.00000000 0.00268657 0.00056209 0.00094645 0.00249144 0.00000000
0.00000000 0.00622665 0.00549451 0.00011807 0.00121791 0.38502110 0.68869936 0.00279851 0.00011242 0.00028680 0.00093429 0.00000000
0.00000000 0.00498132 0.00915751 0.00015974 0.00221048 0.29641350 0.28891258 0.01679104 0.00011242 0.00008604 0.00000000 0.00000000
0.00000000 0.00498132 0.00732601 0.00012501 0.00183803 0.36708861 0.48827292 0.01679104 0.00011242 0.00017208 0.00000000 0.00000000
0.00000000 0.00498132 0.01098901 0.00019446 0.00258293 0.45780591 0.90831557 0.01399254 0.00037473 0.00071701 0.00031143 0.00000000
0.00000000 0.00498132 0.00183150 0.00002084 0.00072069 0.78902954 1.00000000 0.01305970 0.00003747 0.00008604 0.00000000 0.00000000
0.00000000 0.00498132 0.00366300 0.00005556 0.00109314 0.50738397 0.71535181 0.01305970 0.00003747 0.00011472 0.00000000 0.00000000
0.00000000 0.00498132 0.00915751 0.00015974 0.00221048 0.40189873 0.71535181 0.02238806 0.00022484 0.00043021 0.00000000 0.00000000
0.00000000 0.00498132 0.01098901 0.00019446 0.00258293 0.39767932 0.84754797 0.00746269 0.00029978 0.00065965 0.00062286 0.00000000
