5 0.18639793746258887 0.15854270410755808 0.040854343182552946 0.034664291325105685 0.03458691567767102 0.03516723259819297 0.03496833901753261 0.03536067096817022 0.034965977144441204 0.07611184714077465 0.0711082206261613 0.08697022796725763 0.07025708795423916 0.019576040312116 0.06716206512092833 0.017022644385492062 0.08697022796725763 0.03480905863581496 0.03316591263339207 
2 0.11327794990563303 0.12511642408152113 0.040854343182552946 0.03458691567767102 0.03458691567767102 0.034780354785811964 0.03476165450219806 0.03481904258515596 0.03484119795531334 0.035205920871075935 0.03458691567767102 0.03636655561741491 0.034664291325105685 0.03272990009745627 0.038068819847049865 0.032962027088506915 0.03636655561741491 0.03528329651154679 0.03310832228662095 
1 0.17525584412057654 0.06313852986657759 0.040854343182552946 0.03458691567767102 0.03458691567767102 0.035244611024187154 0.03512466221107539 0.03536067277876039 0.035301121562837254 0.12026755219047748 0.11250419071540115 0.13192548963518327 0.11637297273894384 0.011296846572820363 0.0695607071203634 0.02290319194706764 0.13192548963518327 0.034725736989376914 0.03298529707189937 
5 0.05687110236169565 0.15506079993817923 0.040854343182552946 0.03458691567767102 0.03458691567767102 0.03578623786123596 0.03582758303591442 0.040854343182552946 0.03928712975934552 0.0649439626381989 0.062132647445751574 0.07141772499863488 0.06128151616659109 0.026152970100329007 0.054008204151740645 0.02359957347732424 0.07141772499863488 0.03477278941585367 0.03319494962502218 
5 0.07706614654409298 0.1717739399511977 0.040854343182552946 0.03458691567767102 0.03458691567767102 0.035592798864515954 0.03564217867234142 0.03640524312427896 0.03592777148576029 0.06912224764145353 0.06538242211710878 0.07745302579101851 0.06453129153432913 0.023367447461206767 0.0595792508227468 0.020814049445440328 0.07745302579101851 0.03479786654232908 0.03317864261431148 
5 0.13834765992516074 0.16341736994468847 0.040854343182552946 0.03458691567767102 0.03458691567767102 0.035670174574624895 0.03533068843064387 0.03671474582543855 0.03592777099829371 0.06894170255370122 0.06615617921819814 0.07606026412326697 0.06460866640878106 0.02623034567116178 0.055942594118940744 0.021587807242910536 0.07606026412326697 0.03477903962882434 0.0332270442159796 
6 0.1717739399511977 0.19405812663522234 0.040854343182552946 0.03458691567767102 0.03458691567767102 0.035554111009461487 0.035683069737078105 0.0353993596588817 0.0349815312978324 0.04694122699244425 0.044413622922764566 0.04704439581298294 0.0493656636343469 0.027004102075870322 0.034896418274373474 0.041860226996140636 0.0493656636343469 0.03482070242280112 0.036433442578680184 
0 0.05478195986006835 0.11188518823788149 0.040854343182552946 0.03458691567767102 0.03458691567767102 0.0348577304123552 0.034754562824410584 0.03501248173507976 0.03469266241649102 0.03835253048235095 0.03938420594396864 0.038997327741614365 0.03667605817929833 0.037681941783971766 0.036521306828718535 0.029557498489960837 0.03938420594396864 0.03497978131368829 0.033961664059607176 
2 0.03528329651154679 0.09099376322160839 0.040854343182552946 0.03458691567767102 0.03458691567767102 0.04305954938861983 0.22083782764756535 0.04100909432421849 0.1775977450096674 0.04944304059794133 0.0443362473519318 0.05586521854810797 0.04812765450102256 0.01926653733240408 0.05385345161731343 0.03064075773510513 0.05586521854810797 0.03500145879249842 0.03288885438492083 
0 0.08263719321509914 0.09377928655711147 0.040854343182552946 0.034664291325105685 0.03458691567767102 0.03675343402868343 0.04030239800105052 0.03733375087956729 0.04116126537489452 0.0495204161687741 0.04882403533489833 0.05416295390064451 0.0455742578780178 0.03249777317604371 0.048514532355186414 0.02274844150178293 0.05416295390064451 0.034891515426004 0.033431007546603886 
